,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,
72,1,98.14,98.16,0,34.86,0,0,50.05,34.79,0,30.79,0,76.66,2.97,33.97,28.04,66.53,27.99,85.25,19.23,81.57,19.12,66.53,30.55,29.65,1,98.11,98.13,0,37.13,0,0,50.51,35.13,0,29.89,0,68.14,2.97,33.99,28.63,86.96,28.71,85.05,19.36,81.1,19.25,69.6,31.55,30.65,0,119.39,0,0,35.06,0,0,49.31,35.05,0,30.75,0,87.86,2.99,22.1,25.01,87,25.08,83.76,18.8,80.69,18.69,66.23,28,27.1,0,99.45,99.47,0,36.21,0,0,50.26,34.51,0,30.45,0,78.83,2.97,33.26,26.56,86.55,26.63,83.45,18.68,81.49,18.57,67.11,29.52,28.62,1,97.05,97.07,0,37.01,0,0,51.07,35.25,0,31.15,0,67.64,2.97,34.56,29.63,88.18,29.71,84.92,20.19,81.74,20.08,66.28,31.5,30.6,1,99.18,99.2,0,35.94,0,0,49.88,0,0,30.54,0,79.97,2.97,33.41,26.77,87.24,26.84,84.41,21.83,59.85,19.23,67.47,29.73,28.83,1,98.42,98.44,0,35.23,0,0,49.02,34.62,0,30.11,0,85.77,2.97,33.82,26.3,88,26.37,85.6,19.36,81.99,19.26,68.9,29.28,28.38,1,113.97,0,0,33.3,0,0,47.85,33.82,0,25.05,25.01,0,2.99,25.21,21.8,86.73,21.86,83.25,16.75,80.82,16.47,80.58,37.64,23.55,0,113.5,0,0,34.03,0,0,47.86,35.91,0,30.24,0,0,2.99,25.48,21.93,85.66,21.99,83.36,21.99,82.37,21.88,71.09,37.97,23.68,1,95.72,95.74,0,36.93,0,0,50.45,35.73,0,31.57,0,85.97,2.98,35.27,29.01,87.7,29.08,85.55,21.66,82.36,21.54,66.3,32.03,31.13,1,92.71,92.73,0,36.84,0,0,50.06,35.86,0,31.33,0,94.22,2.98,36.87,28.34,87.19,28.42,85.64,22.2,82.67,22.08,67.67,31.41,30.51,1,98.81,98.83,0,34.84,0,0,38.45,34.44,0,29.8,0,86.16,2.97,33.61,26.17,88.55,26.25,78.17,19.32,82.25,19.22,69.87,29.03,28.13,1,98.4,98.42,0,36.3,0,50.15,0,34.73,0,30.82,0,68.04,2.97,33.83,28.66,88.49,28.73,85.91,19.28,81.72,19.17,66.48,31.56,30.66,1,98.76,98.78,0,34.7,0,0,49.58,35.14,0,30.67,0,82.74,2.97,33.63,26.57,89.18,26.64,83.89,18.99,80.72,18.88,66.7,29.53,28.63
73,1,98.86,98.88,0,35.74,0,0,50.08,34.18,0,30.69,0,79.79,2.97,33.58,26.53,102.17,26.7,83.88,19.07,82.44,18.96,66.72,29.77,28.87,1,98.06,98.08,0,35.4,0,0,49.35,35.04,0,29.77,0,69.06,2.97,34.01,28.57,89.98,28.64,87.24,19.41,81.31,19.31,70.04,31.46,30.56,0,120.07,0,0,34.83,0,0,49.22,34.67,0,30.35,0,84.33,2.99,21.71,25.03,87.43,25.1,83.93,18.53,81.06,18.42,67.29,27.99,27.09,0,99.25,99.27,0,34.44,0,0,49.85,0,0,31.52,0,80.71,2.97,33.37,26.56,89.61,26.62,84.26,25.31,62.15,25.19,70.12,29.5,28.6,1,96.3,96.32,0,35.44,0,0,50.07,34.64,0,29.83,0,69.22,2.98,34.96,29.62,90.95,29.69,86.89,20.95,83.53,20.84,71.38,31.38,30.48,1,98.61,98.63,0,34.21,0,0,49.12,33.61,0,30.54,0,81.2,2.97,33.72,26.76,90.2,26.82,85.87,16.25,80.61,19.23,67.49,29.69,28.79,1,98.1,98.12,0,35.04,0,0,49,34.92,0,29.18,0,86.63,2.97,33.99,26.32,88.35,26.39,85.66,19.62,81.73,19.52,72.11,29.3,28.4,1,112.32,0,0,32.41,0,0,47.79,37.48,0,0,0,0,2.99,26.15,21.06,87.4,21.11,82.61,28.29,85.74,28.29,54.12,38.5,22.78,0,113.02,0,0,33.38,0,0,47.13,35.11,0,30.61,0,0,2.99,25.75,21.22,86.02,21.28,83.98,22.28,84.07,22.17,70.19,38.14,22.95,1,94.69,94.71,0,36.05,0,0,49.84,35.79,0,31.49,0,89.74,2.98,35.82,29.03,89.29,29.1,86.74,22.18,82.78,22.07,67.1,32.05,31.15,1,91.27,91.28,0,35,0,0,49.93,35.82,0,31.39,0,94.83,2.98,37.63,28.49,90.58,28.55,86.02,22.38,82.92,22.27,67.67,31.52,30.62,1,99.16,99.18,0,33.79,0,0,38.59,34.5,0,29.94,0,83.7,2.97,33.42,26.29,90.41,26.36,78.08,19.04,81.87,18.93,69.12,29.12,28.22,1,97.73,97.75,0,35.72,0,49.63,0,34.77,0,30.81,0,71.23,2.97,34.19,28.59,89.44,28.66,86.76,19.52,81.88,19.41,66.74,31.49,30.59,1,98.88,98.9,0,34.81,0,0,49.41,34.47,0,30.16,0,82.15,2.97,33.57,26.55,88.98,26.62,84.87,19.17,82.04,19.06,68.56,29.5,28.6
74,1,97.67,97.69,0,33.46,0,0,48.16,0,0,30.49,0,85.05,2.97,34.22,26.66,104,26.82,87.65,26.13,63.13,26.02,74.42,29.86,28.96,1,97.46,97.48,0,35.82,0,0,48.58,34.7,0,29.13,0,72.1,2.97,34.34,28.49,89.16,28.56,88.61,19.87,82.36,19.77,72.5,31.39,30.49,0,119.38,0,0,32.31,0,0,48.31,34.44,0,28.8,0,86.83,2.99,22.11,25.11,91.61,25.16,85.73,19.34,82.26,19.24,73,28.04,27.14,0,98.01,98.03,0,34.43,0,0,48.83,0,0,30.83,0,85.64,2.97,34.04,26.56,89.63,26.62,86.2,25.83,62.48,25.72,73.01,29.51,28.61,1,96.01,96.03,0,34.24,0,0,49.4,34.27,0,29.34,0,73.85,2.98,35.11,29.58,92.96,29.64,88.13,21.25,84.47,21.15,73.23,31.39,30.49,1,97.89,97.91,0,33.48,0,0,48.37,32.9,0,29.23,0,83.89,2.97,34.11,26.78,91.42,26.84,87.27,15.63,81.16,19.8,72.22,29.7,28.8,1,97.67,97.69,0,34.43,0,0,48.44,33.88,0,29.66,0,87.72,2.97,34.22,26.38,89.46,26.45,86.77,19.88,83.74,19.78,70.85,29.35,28.45,1,115.9,0,0,32.66,0,0,48.71,0,0,0,0,102.4,2.99,24.11,25.39,91.35,25.44,85.25,30.26,63.6,30.26,56.87,28.43,27.53,0,118.09,0,0,34.38,0,0,49.07,34.01,0,29.09,0,93.54,2.99,22.85,25.04,88.19,25.1,84.23,20.27,83.92,20.17,73.05,28.05,27.15,1,94.52,94.54,0,35.53,0,0,49.79,35.21,0,31.47,0,89.76,2.98,35.91,29.08,90.26,29.15,86.9,22.36,83.97,22.24,67.36,32.09,31.19,1,94.99,95.01,0,34.16,0,0,49.4,35.56,0,30.63,0,94.56,2.98,35.66,28.62,92.15,28.69,87.19,22.7,83.7,22.59,70.52,31.64,30.74,1,98.28,98.3,0,33.68,0,0,38.35,34.22,0,28.87,0,85.63,2.97,33.89,26.45,90.76,26.53,78.57,19.72,83.02,19.62,73.16,29.29,28.39,1,97.31,97.33,0,35.75,0,0,-0.88,34.5,0,30.28,0,65.85,2.97,34.41,29.8,90.6,29.91,63.7,19.82,82.65,19.72,68.8,32.27,31.37,1,97.52,97.54,0,33.46,0,0,48.93,34.26,0,29.27,0,86.97,2.97,34.3,26.59,91.26,26.65,86.74,19.96,83.2,19.86,72.17,29.54,28.64
75,1,97.26,97.28,0,33.85,0,0,49.11,0,0,30.36,0,80.49,2.97,34.44,28.18,72.16,28.14,87.2,26.38,63.34,26.27,75.09,30.71,29.81,1,96.74,96.76,0,0,0,0,0,34.43,0,28.65,0,54.46,2.98,34.72,31.44,75.11,31.44,67.32,20.31,83.25,20.21,74.42,33.66,32.76,0,118.83,0,0,32.74,0,0,47.83,34.1,0,29.11,0,88.21,2.99,22.42,25.18,91.01,25.24,86.67,19.63,83.13,19.53,72.33,28.12,27.22,0,97.58,97.6,0,33.57,0,0,48.65,0,0,30.21,0,87.34,2.97,34.27,26.62,91.11,26.68,86.6,26.14,62.56,26.03,75.35,29.57,28.67,1,95.32,95.34,0,33.86,0,0,49.02,0,0,30.36,0,77.56,2.98,35.48,29.57,93.58,29.63,88.85,27.87,64.41,27.76,76.59,31.37,30.47,1,97.72,97.74,0,32.9,0,0,47.97,32.66,0,30.83,0,84.32,2.97,34.2,26.84,92.41,26.9,88.07,15.79,81.71,26.33,73.62,29.76,28.86,0,97.2,97.22,0,34.01,0,0,0,0,0,30.19,0,78.07,2.97,34.48,28.48,92.25,28.58,66.79,26.37,64.35,26.27,75.67,31.01,30.11,1,117.24,0,0,32.83,0,0,47.87,0,0,24.97,24.94,95.03,2.99,23.34,25.4,91.09,25.46,86.82,23.51,63.23,23.24,87.53,28.39,27.49,0,115.31,0,0,33.2,0,0,47.78,0,0,0,0,103.36,2.99,24.45,25.53,90.62,25.59,87.12,30.38,63.78,30.38,60.42,28.58,27.68,1,94.09,94.11,0,34.2,0,0,49.17,34.69,0,31.18,0,90.6,2.98,36.14,29.18,92.63,29.25,88.19,22.72,85.23,22.6,68.7,32.17,31.27,1,95.57,95.59,0,33.94,0,0,49.25,35.06,0,30.03,0,94.08,2.98,35.35,28.74,92.63,28.8,87.58,22.99,84.86,22.88,72.79,31.75,30.85,1,97.59,97.61,0,33.25,0,0,37.99,0,0,30.37,0,87.71,2.97,34.27,26.68,91.69,26.75,79.28,26.12,64.14,26.01,74.8,29.52,28.62,1,96.64,96.66,0,34.79,0,0,0.43,0,0,31.09,0,67.57,2.98,34.78,30.17,92.63,30.28,64.08,26.66,64.42,26.54,72.96,32.65,31.75,1,97.86,97.88,0,33.57,0,0,48.21,34.05,0,29.1,0,85.46,2.97,34.12,26.63,91.12,26.69,86.73,19.93,83.52,19.83,72.65,29.57,28.67
76,1,96.56,96.58,0,0,0,0,48.16,0,0,29.96,0,80.97,2.98,34.82,28.58,73.12,28.54,89.37,26.8,63.13,26.69,76.84,31.1,30.2,1,94.25,94.27,0,0,0,0,0,0,0,0,0,62.7,2.98,36.05,32.64,75.8,32.64,67.38,30.45,64.55,30.45,60.54,34.89,33.99,1,96.26,0,96.26,0,0,0,47.87,34.06,0,28.87,0,93.61,2.98,34.98,27.26,75.81,27.23,88.58,21.43,84.99,21.33,74.86,29.86,28.96,0,96.93,96.95,0,0,0,0,47.78,0,0,29.75,0,82.64,2.98,34.62,28.07,75.36,28.04,89.57,26.55,62.37,26.44,77.24,30.6,29.7,1,93.85,93.86,0,0,0,0,0,0,0,29.15,0,80.17,2.98,36.27,33.01,76.05,33.01,69.45,28.8,64.31,28.7,81.37,32.21,31.31,1,96.24,96.25,0,0,0,0,0,32.29,0,30.01,0,65.5,2.98,34.99,30.47,76.9,30.47,69.97,16.68,83.19,26.91,76.9,32.74,31.84,0,96.37,96.39,0,32.58,0,0,47.93,0,0,0,0,91.2,2.98,34.92,27.13,93.21,27.18,88.43,29.35,64.18,29.35,61.24,30.08,29.18,1,116.44,0,0,0,0,0,48.13,0,0,24.75,24.71,87.9,2.99,23.8,27.18,76.15,27.14,88.03,24.04,62.99,23.77,88.61,29.75,28.85,0,115.08,0,0,31.93,0,0,47.33,0,0,0,0,102.31,2.99,24.58,25.81,92.91,25.86,88.2,30.39,63.75,30.39,59.8,28.83,27.93,1,92.39,92.4,0,0,0,0,0,0,0,31.13,0,71.13,2.98,37.04,33.36,76.19,33.36,69.23,30.06,64.63,29.95,76.21,35.65,34.75,1,94.51,94.53,0,0,0,0,0,0,0,30.68,0,72.05,2.98,35.91,33.13,75.84,33.13,69.29,30.08,64.65,29.97,77.74,35.43,34.53,1,96.31,96.33,0,0,0,0,38.31,0,0,0,0,83.99,2.98,34.95,28.58,76.2,28.55,80.65,29.4,63.89,29.4,60.62,31.06,30.16,1,95.87,95.89,0,0,0,49.56,0,0,0,30.04,0,74.01,2.98,35.19,29.93,75.76,29.89,88.14,27.21,64.21,27.1,76.98,32.42,31.52,1,97.33,97.35,0,33.41,0,0,48.03,33.88,0,28.51,0,75.16,2.97,34.41,28.6,93.35,28.7,66.81,20.27,84.13,20.17,74.8,31.1,30.2
77,1,93.74,93.76,0,0,0,0,0,0,0,0,0,72.17,2.98,36.33,31.95,71.57,31.95,69.65,30.76,63.16,30.76,59.78,34.25,33.35,1,94.75,94.77,0,0,0,0,48.72,0,0,0,0,75.72,2.98,35.79,30.69,75.27,30.65,90.44,30.32,64.14,30.32,59.85,33.18,32.28,1,93.27,0,93.27,0,0,0,0,0,0,0,0,83.31,2.98,36.57,31.04,76.47,31.04,69.6,31.37,64.39,31.37,61.34,33.41,32.51,0,96.19,96.21,0,0,0,0,47.74,36.05,0,0,0,83.1,2.98,35.02,28.46,76.47,28.42,90.01,26.07,86.15,26.07,60.54,30.99,30.09,1,86.01,86.02,0,0,0,0,0,0,0,0,0,91.44,2.98,40.37,42.67,76.58,42.67,69.13,35.41,64.12,35.41,60.94,30.29,29.39,1,95.43,95.45,0,0,0,0,0,0,0,0,0,65.53,2.98,35.43,31.2,76.75,31.2,69.21,24.17,65.12,30.61,61.14,33.47,32.57,0,94.58,94.6,0,0,0,0,48.01,0,0,0,0,89.22,2.98,35.88,28.98,77.45,28.94,90.05,30.24,63.79,30.24,59.89,31.55,30.65,1,114.93,0,0,0,0,0,48.55,0,0,0,0,91.02,2.99,24.67,27.78,76.69,27.74,87.84,30.42,62.97,30.42,57.7,30.36,29.46,0,114.85,0,0,0,0,0,0,0,0,0,0,73.87,2.99,24.71,30.12,76.52,30.12,69.52,30.56,63.48,30.56,59.74,32.43,31.53,1,86.36,86.37,0,0,0,0,0,0,0,30.82,0,0,2.98,40.19,30.64,76.48,30.64,67.69,33.06,64.31,32.95,80.26,44.5,31.83,1,91.93,91.95,0,0,0,0,0,0,0,0,0,75.93,2.98,37.28,34.26,76.31,34.26,68.6,33.73,64.28,33.73,60.52,36.58,35.68,1,94.65,94.67,0,0,0,0,38.65,0,0,0,0,87.32,2.98,35.84,29.24,75.14,29.22,80.86,30.2,63.67,30.2,59.76,31.75,30.85,1,95.18,95.2,0,0,0,49.79,0,0,0,30.12,0,75.44,2.98,35.56,30.23,76.05,30.19,87.99,27.6,64.17,27.49,77.1,32.73,31.83,1,95.41,95.43,0,0,0,0,0,0,0,0,0,85.17,2.98,35.44,28.97,76.24,28.93,88.36,29.84,64.51,29.84,60.85,31.52,30.62
78,1,95.05,95.07,0,0,0,0,0,0,0,0,0,64.8,2.98,35.63,32.06,71.87,32.06,69.22,30.44,62.08,30.44,58.62,34.32,33.42,1,94.02,94.04,0,0,0,0,48.75,0,0,0,0,77.26,2.98,36.18,31.04,74.72,31,90.73,30.78,63.99,30.78,59.62,33.54,32.64,1,93.34,0,93.34,0,0,0,0,0,0,0,0,79.71,2.98,36.54,31.55,76.65,31.55,67.41,31.54,63.74,31.54,60.05,33.9,33,0,96.08,96.1,0,0,0,0,0,35.57,0,0,0,63.66,2.98,35.08,31.13,75.33,31.13,69.47,26.33,87.24,26.33,59.21,33.39,32.49,1,85.47,85.48,0,0,0,0,0,0,0,0,0,67.66,2.98,40.65,43.13,76.46,43.13,68.11,35.93,63.62,35.93,60.1,32.61,31.71,1,93.76,93.77,0,0,0,0,0,0,0,0,0,69.54,2.98,36.32,32.28,76.3,32.28,68.21,30.85,64.54,31.06,60.08,34.57,33.67,0,94.77,94.78,0,0,0,0,0,0,0,0,0,69.18,2.98,35.78,31.7,77.31,31.7,68.58,30.48,63.2,30.48,59.07,33.99,33.09,1,115.04,0,0,0,0,0,0,0,0,0,0,69,2.99,24.6,30.5,75.44,30.5,68.18,30.4,62.29,30.4,57.51,32.78,31.88,0,114.61,0,0,0,0,0,0,0,0,31.84,0,69.97,2.99,24.85,30.52,75.5,30.52,68,27.98,62.48,27.86,71.71,32.81,31.91,1,84.74,84.76,0,0,0,0,48.47,0,0,0,0,0,2.98,41.02,28.52,73.8,28.48,88.73,36.93,63.94,36.93,61.75,45.97,29.88,1,93.3,93.32,0,0,0,0,48.3,0,0,0,0,0,2.98,36.56,28.35,75.33,28.31,88.87,36.6,63.82,36.6,59.46,45.47,29.71,1,96.32,96.34,0,0,0,0,38.46,0,0,31.5,0,78.42,2.98,34.95,29.22,74.72,29.2,81.09,26.9,63.13,26.78,71.78,31.67,30.77,1,93.77,93.79,0,0,0,0,0,0,0,0,0,63.58,2.98,36.31,33.03,76.35,33.03,67.31,31.05,63.69,31.05,58.46,35.29,34.39,1,95.72,95.73,0,0,0,0,0,0,0,0,0,82.55,2.98,35.27,29.19,75.31,29.15,87.43,29.9,63.93,29.9,58.64,31.73,30.83
79,1,96.86,96.88,0,0,0,0,49.41,34.93,0,30.05,0,69.5,2.98,34.66,29.93,71.35,29.89,88.38,20.39,82.49,20.29,70.12,32.4,31.5,1,91.33,91.35,0,0,0,0,0,0,0,32.27,0,0,2.98,37.6,38.84,74.55,38.84,66.73,29.42,63.22,29.3,71.61,40.93,40.03,1,94.4,0,94.4,0,0,0,49.12,0,0,0,0,91.35,2.98,35.98,29.2,74.48,29.16,88.19,31.2,63.09,31.2,56.27,31.79,30.89,0,95.67,95.69,0,0,0,0,0,34.02,0,30.28,0,60.6,2.98,35.3,31.54,75.16,31.54,68.27,20.74,84.37,20.63,69.73,33.78,32.88,1,91.68,91.7,0,0,0,0,51.15,0,0,32.4,0,79.42,2.98,37.42,35.63,74.93,35.59,90.64,30.03,62.92,29.91,71.77,30.91,30.01,1,94.73,94.75,0,0,0,0,49.03,0,0,0,0,81.56,2.98,35.8,30.03,75.61,30,89.2,30.49,64.06,34.48,58.05,32.57,31.67,0,93.48,93.5,0,0,0,0,0,0,0,32.47,0,68.63,2.98,36.46,32.35,74.07,32.35,66.66,28.2,61.31,28.07,69.68,34.63,33.73,1,118.66,0,0,0,0,0,49.91,32.75,0,23.35,23.32,68.53,2.99,22.53,28.02,74.39,27.98,85.52,15.44,81.23,15.2,83.32,30.48,29.58,0,115.69,0,0,0,0,0,48.69,0,0,29.58,0,81.51,2.99,24.23,28.45,74.48,28.42,88.26,27.75,61.96,27.65,79,30.98,30.08,1,85.44,85.45,0,0,0,0,49,0,0,0,0,0,2.98,40.66,27.96,75.25,27.93,87.19,36.85,63.03,36.85,60.67,45.66,29.33,1,93.95,93.97,0,0,0,0,48.38,0,0,33.14,0,0,2.98,36.22,27.83,75.64,27.79,88.22,33.48,62.6,33.35,72.53,45.04,29.19,1,96.37,96.39,0,0,0,0,38.63,0,0,31.63,0,76.24,2.98,34.92,29.51,74.93,29.49,81.15,26.94,60.97,26.83,71.39,31.95,31.05,1,91.1,91.12,0,0,0,0,0,0,0,32.8,0,0,2.98,37.72,30.5,75.28,30.5,66.03,29.55,62.26,29.42,69.81,41.12,31.69,1,96.36,96.38,0,0,0,0,49.17,0,0,31.94,0,77.42,2.98,34.93,29.3,74.84,29.26,87.33,26.89,63.03,26.77,70.24,31.81,30.91
80,1,96.56,96.58,0,0,0,0,49.94,34.25,0,30.85,0,69.07,2.98,34.82,30.11,69.33,30.06,87.52,20.45,83.7,20.34,67.57,32.57,31.67,1,94.68,94.7,0,0,0,0,50.54,0,0,31.58,0,50.54,2.98,35.83,33.53,72.93,33.49,89.76,28.12,61.16,28.01,72.74,35.92,35.02,1,95.52,0,95.52,0,0,0,48.96,0,0,32.35,0,84.91,2.98,35.38,29.27,73.35,29.23,88.57,27.96,62.38,27.84,69.87,31.82,30.92,0,95.7,95.72,0,0,0,0,49.68,0,0,32.2,0,76.5,2.98,35.28,29.76,73.7,29.72,87.68,27.07,63.01,26.94,69.52,32.27,31.37,1,91.87,91.89,0,0,0,0,51.01,0,0,32.57,0,76.87,2.98,37.31,35.6,74.84,35.56,90.88,30.04,62.02,29.92,71.17,31.11,30.21,1,95.34,95.36,0,0,0,0,49.24,0,0,32.89,0,77.9,2.98,35.47,30.18,74.73,30.15,88.96,30.39,63.37,29.61,69.69,32.7,31.8,0,96.1,96.12,0,0,0,0,50.08,35.05,0,30.91,0,73.55,2.98,35.07,29.9,73.68,29.85,87.04,20.59,82.47,20.47,67.48,32.39,31.49,1,118.76,0,0,0,0,0,49.4,32.55,0,23.95,23.92,65.75,2.99,22.46,28.21,71.66,28.17,86.68,15.05,81.16,14.8,81.54,30.66,29.76,0,116.62,0,0,0,0,0,49.05,37.27,0,0,0,76.13,2.99,23.7,28.54,73.65,28.5,87.68,26.2,84.04,26.2,58.9,31.04,30.14,1,86.29,86.31,0,0,0,0,0,0,0,0,0,0,2.98,40.22,29.4,74.84,29.4,67.75,36.7,61.58,36.7,56.17,45.25,30.59,1,93.14,93.16,0,0,0,0,0,0,0,33.45,0,0,2.98,36.64,29.49,71.22,29.49,67.16,32.77,62.09,32.64,70.66,44.1,30.68,1,97.07,97.08,0,0,0,0,39.24,34.87,0,29.04,0,71.45,2.97,34.55,29.63,74.76,29.61,80.41,20.54,82.74,20.44,73.47,32.05,31.15,1,89.66,89.68,0,0,0,50.21,0,0,0,32.94,0,0,2.98,38.47,28.24,72.54,28.2,85.26,30.4,60.85,30.27,70.16,42.08,29.61,1,95.71,95.73,0,0,0,0,49.74,0,0,31.96,0,62.06,2.98,35.28,31.73,74.63,31.73,65.47,27.27,62.32,27.15,70.57,33.98,33.08
81,1,97.6,97.62,0,0,0,0,49.1,34.63,0,29.46,0,71.31,2.97,34.26,28.71,106.22,28.86,87.92,20.31,82.9,20.2,71.93,31.83,30.93,1,96.19,96.21,0,0,0,0,51.06,36.3,0,28.95,0,51.06,2.98,35.02,32.57,72.96,32.52,87.75,20.99,80.68,20.89,74.18,34.96,34.06,1,95.31,0,95.31,0,0,0,50.65,0,0,31.98,0,84.04,2.98,35.49,29.51,70.63,29.47,85.52,28.13,58.7,28.01,71.36,32.07,31.17,0,97,97.02,0,0,0,0,50.51,0,0,31.74,0,70.56,2.98,34.59,29.8,72.68,29.76,86.1,26.71,61.96,26.59,70.78,32.28,31.38,1,90.01,90.03,0,0,0,0,0,36.26,0,30.47,0,65.39,2.98,38.29,39.85,72.63,39.85,65.3,24.01,83.77,23.9,72.37,30.89,29.99,1,93.82,93.84,0,0,0,0,0,0,0,30.71,0,63.58,2.98,36.28,33.09,73.4,33.09,65.33,31.23,62.13,22.81,70.48,35.35,34.45,0,96.68,96.7,0,0,0,0,49.88,34.82,0,30,0,70.2,2.98,34.75,30.04,71.88,30,87.57,20.65,82.93,20.54,70.55,32.51,31.61,1,119.97,0,0,0,0,0,50.29,32.21,0,24.42,24.33,58.29,2.99,21.76,28.24,72.58,28.2,84.96,14.08,80.72,13.81,79.59,30.66,29.76,0,118.03,0,0,0,0,0,49.53,36.67,0,0,0,69.06,2.99,22.89,28.55,72.19,28.51,86.77,25.49,84.45,25.49,53.98,31.02,30.12,1,68.84,68.85,0,0,0,0,0,40.71,0,35.46,0,0,2.99,48.88,29.4,74.16,29.4,60.85,39.4,90.61,39.25,69.39,58.49,30.59,1,114.87,0,0,0,0,0,49.84,41.98,0,32.55,0,0,2.99,24.7,27.45,70.39,27.41,85.07,38.95,87.52,38.83,80.15,57.63,28.83,1,95.59,95.61,0,0,0,0,40.06,37.5,0,0,0,75.16,2.98,35.34,30.11,72.29,30.09,79.71,26.54,83.97,26.54,57.21,32.55,31.65,1,91.6,91.62,0,0,0,49.83,0,36.55,0,30.22,0,0,2.98,37.46,27.73,70.7,27.69,85.5,22.61,81.84,22.51,71.79,40.65,29.11,1,97.04,97.06,0,0,0,0,50,0,0,30.86,0,69.7,2.97,34.56,29.99,72.55,29.95,85.73,26.98,61.37,26.87,74.06,32.47,31.57
82,1,97.58,97.6,0,0,0,0,0,35.05,0,30.17,0,67.22,2.97,34.27,29.56,104.44,29.78,62.16,19.98,81.86,19.87,69.32,32.26,31.36,1,95.44,95.46,0,0,0,0,52.1,37.6,0,0,0,52.1,2.98,35.42,32.98,69.63,32.93,86.03,27.06,84.3,27.06,55.67,35.38,34.48,1,96.53,0,96.53,0,0,0,50.6,35.63,0,30.83,0,77.7,2.98,34.84,29.57,69.92,29.53,85.69,20.82,81.7,20.71,68.01,32.09,31.19,0,97.38,97.39,0,0,0,0,50.37,0,0,31.7,0,68,2.97,34.38,29.94,70.08,29.9,86.51,26.63,61.5,26.51,70.83,32.41,31.51,1,115.18,0,0,0,0,0,51.67,35.73,0,29.93,0,57.21,2.99,24.52,32.02,72.55,31.97,85.97,21.46,82.15,21.36,71.59,30.79,29.89,1,90.41,90.43,0,0,0,0,50,0,0,30.53,0,0,2.98,38.08,28.28,71.65,28.24,85.58,33.26,60.59,21.62,69.91,41.98,29.66,0,97.05,97.07,0,0,0,0,50.92,35.12,0,30.55,0,67.61,2.97,34.56,30.14,70.22,30.09,85.61,20.25,82.02,20.14,68.34,32.6,31.7,1,119.52,0,0,0,0,0,49.94,36.65,0,0,0,61.55,2.99,22.02,28.41,68.3,28.37,85.82,24.55,83.54,24.55,54.26,30.84,29.94,0,119.16,0,0,0,0,0,0,35.09,0,30.65,0,44.81,2.99,22.24,30.23,70.08,30.23,60.92,18.77,80.58,18.66,66.53,32.41,31.51,1,82.53,82.54,0,0,0,0,50.06,38.94,0,33.44,0,0,2.98,42.15,27.01,67.84,26.96,84.19,30.07,84.82,29.94,67.99,48.72,28.38,1,116.86,0,0,0,0,0,50.02,45.62,0,0,0,0,2.99,23.56,26.91,67.89,26.87,84.17,53.26,93.63,53.26,53.86,64.9,28.28,1,97.32,97.34,0,0,0,0,40.08,35.6,0,30.71,0,66.96,2.97,34.41,30.11,70.28,30.08,79.69,19.93,80.86,19.82,67.49,32.51,31.61,1,92.21,92.22,0,0,0,50.01,0,36.29,0,30.5,0,0,2.98,37.14,27.19,69.49,27.15,84.56,22.42,82.12,22.31,70.68,40.38,28.57,1,96.78,96.8,0,0,0,0,0,35.37,0,29.84,0,68.48,2.98,34.7,30.12,70.26,30.08,84.91,20.43,81.75,20.32,70.85,32.59,31.69
